authorid,author_name,resource_title,resource_month,resource_day,resource_year,resource_language,resource_sample_url,resource_full_url,resource_type,resource_source,tags,comments
mcollins,Merle Collins,MaComère,,,2002,,https://ufdcimages.uflib.ufl.edu/AA/00/00/00/79/00006/00006_00000.jpg,https://www.dloc.com/AA00000079/00006/images,image,dLOC,,
mcollins,Merle Collins,"Caribbean creolization
reflections on the cultural dynamics of language, literature, and identity",,,2017,,https://www.dloc.com/AA00061374/00001/pdf,https://www.dloc.com/AA00061374/00001/pdf,pdf,dLOC,,
mhodge,Merle Hodge,"Teaching Merle Hodge’s Crick Crack, Monkey: A Lesson Plan",June,,2010,,https://ufdcimages.uflib.ufl.edu/UF/00/10/30/96/00001/BrooksTeachingGuide-Hodge_Page_1.jpg,https://www.dloc.com/UF00103096/00001/images,image,dLOC,,
mhodge,Merle Hodge,"Crick crack, monkey",,,1970,,https://ufdcimages.uflib.ufl.edu/AA/00/03/06/10/00001/PR9272-9-H6C71970_dj.jpg,https://www.dloc.com/AA00030610/00001/images,image,dLOC,,
mhodge,Merle Hodge,"Sargasso, A Journal of Caribbean Literature, Language, and Culture",,,2004,,https://ufdcimages.uflib.ufl.edu/UF/00/09/60/05/00015/00001.jpg,https://www.dloc.com/UF00096005/00015/images,image,dLOC,,
mhodge,Merle Hodge,The Caribbean writer,,,1997,,https://ufdcimages.uflib.ufl.edu/AA/00/03/25/23/00011/AA00032523_00011_00001.jpg,https://www.dloc.com/AA00032523/00011/images,image,dLOC,,
mhodge,Merle Hodge,MaComère,,,1998,,https://ufdcimages.uflib.ufl.edu/AA/00/00/00/79/00002/00000.jpg,https://www.dloc.com/AA00000079/00002/images,image,dLOC,,
mhodge,Merle Hodge,Official gazette,March,19,1981,,https://ufdcimages.uflib.ufl.edu/UF/00/08/28/76/00129/00001.jpg,https://www.dloc.com/UF00082876/00129/images,image,dLOC,,
mmorris,Mervyn Morris,Seven Jamaican poets : an anthology of recent poetry,,,1971,,https://ufdcimages.uflib.ufl.edu/AA/00/03/05/29/00001/PR9265-6-S4_dj.jpg,https://www.dloc.com/AA00030529/00001/images,image,dLOC,,
mmorris,Mervyn Morris,Jamaica woman : an anthology of poems,,,1980,,https://ufdcimages.uflib.ufl.edu/AA/00/03/05/27/00001/PR9265-6-J3_dj.jpg,https://www.dloc.com/AA00030527/00001/images,image,dLOC,,
mmorris,Mervyn Morris,Jamaica journal,May,1,2018,,https://ufdcimages.uflib.ufl.edu/UF/00/09/00/30/00093/00001.jpg,https://www.dloc.com/UF00090030/00093/images,image,dLOC,,
mmorris,Mervyn Morris,Tapia,,,1969,,https://ufdcimages.uflib.ufl.edu/UF/00/07/21/47/00153/00001.jpg,https://www.dloc.com/UF00072147/00153/images,image,dLOC,,
mmorris,Mervyn Morris,Now,,,1974,,https://www.dloc.com/AA00061645/00004/pdf,https://www.dloc.com/AA00061645/00004/pdf,pdf,dLOC,,
mmorris,Mervyn Morris,Island Hopping: Over 20 Years of Pamela Mordecai’s Poetry Recorded,September,4,2016,,https://www.dloc.com/AA00048268/00001/pdf,https://www.dloc.com/AA00048268/00001/pdf,pdf,dLOC,,"Author is Mervyn Morris, however dloc states Pamela Mordecai."
mmorris,Mervyn Morris,Caribbean Quarterly,March,,1992,,https://www.dloc.com/UF00099208/00045/images,https://www.dloc.com/UF00099208/00045/images,image,dLOC,,"Access to this item is restricted to UF students, faculty, and staff"
mmorris,Mervyn Morris,The Caribbean writer,,,2001,,https://ufdcimages.uflib.ufl.edu/AA/00/03/25/23/00015/AA00032523_00015_00001.jpg,https://www.dloc.com/AA00032523/00015/images,image,dLOC,,
mmorris,Mervyn Morris,Jamaica journal,,,2015,,https://ufdcimages.uflib.ufl.edu/UF/00/09/00/30/00091/00001.jpg,https://www.dloc.com/UF00090030/00091/images,image,dLOC,,
mmorris,Mervyn Morris,The Creative Writer and West Indian society,,,1981,,https://www.dloc.com/AA00035010/00001/pdf,https://www.dloc.com/AA00035010/00001/pdf,pdf,dLOC,,
mmorris,Mervyn Morris,Representations of women in selected works of Herbert George De Lisser (1878-1944),July,,2013,,https://www.dloc.com/AA00039783/00001/pdf,https://www.dloc.com/AA00039783/00001/pdf,pdf,dLOC,,
mmorris,Mervyn Morris,Caribbean Quarterly,December,,1976,,https://www.dloc.com/UF00099208/00004/images,https://www.dloc.com/UF00099208/00004/images,image,dLOC,,"Access to this item is restricted to UF students, faculty, and staff"
mmorris,Mervyn Morris,Creolizing womanhood,,,2000,,https://ufdcimages.uflib.ufl.edu/AA/00/01/45/30/00001/00001.jpg,https://www.dloc.com/AA00014530/00001/images,image,dLOC,,
mthelwell,Michael Thelwell,"Scenes of Trauma
Violent Rites, Migration and the Performance of Afro-Caribbean Masculinities",,,2010,,https://ufdcimages.uflib.ufl.edu/UF/E0/04/16/23/00001/smith_c_Page_035.jpg,https://www.dloc.com/UFE0041623/00001/images,image,dLOC,,
mthelwell,Michael Thelwell,Teaching Folk Culture: Images of the Nine Night Traditional Ritual in Zee Edgell’s Beka Lamb and Michelle Cliff’s Abeng,July,,2010,,https://ufdcimages.uflib.ufl.edu/UF/00/10/30/97/00001/BrooksTeachingGuide-EdgellandCliff_Page_1.jpg,https://www.dloc.com/UF00103097/00001/images,image,dLOC,,
mmphilip,Michel Maxwell Philip,Murder most foul,,,2013,,https://ufdcimages.uflib.ufl.edu/AA/00/06/26/45/00001/00001.jpg,https://www.dloc.com/AA00062645/00001/images,image,dLOC,,
mmphilip,Michel Maxwell Philip,"Emmanuel Appadocca; or, Blighted Life. A tale of the Boucaneers",,,,,https://www.dloc.com/AA00014504/00002/pdf,https://www.dloc.com/AA00014504/00002/pdf,pdf,dLOC,,
mcliff,Michelle Cliff,"Companion Programme, Biographies and Abstracts: 35th Annual West Indian Literature Conference (WILC): Archiving Caribbean Literature & Popular Culture",October,6,2016,,https://www.dloc.com/AA00048586/00002/pdf,https://www.dloc.com/AA00048586/00002/pdf,pdf,dLOC,,
mcliff,Michelle Cliff,Woman version,,,1993,,https://ufdcimages.uflib.ufl.edu/AA/00/05/28/65/00001/00001.jpg,https://www.dloc.com/AA00052865/00001/images,image,dLOC,,
mcliff,Michelle Cliff,35th Annual West Indian Literature Conference : Archiving Caribbean Literature & Popular Culture (Conference Program),October,6,2016,,https://www.dloc.com/AA00048586/00001/pdf,https://www.dloc.com/AA00048586/00001/pdf,pdf,dLOC,,
mcliff,Michelle Cliff,Horizons : 26th West Indian Literature Conference,March,8,2007,,https://ufdcimages.uflib.ufl.edu/CA/00/29/90/29/00001/00003.jpg,https://www.dloc.com/CA00299029/00001/images,image,dLOC,,
mcliff,Michelle Cliff,Grassroots MBA’s: women as entrepreneurs in Negril,May,28,2001,,https://ufdcimages.uflib.ufl.edu/CA/00/40/02/23/00001/00001.jpg,https://www.dloc.com/CA00400223/00001/images,image,dLOC,,
mcliff,Michelle Cliff,"Caribbean creolization
reflections on the cultural dynamics of language, literature, and identity",,,2017,,https://www.dloc.com/AA00061374/00001/pdf,https://www.dloc.com/AA00061374/00001/pdf,pdf,dLOC,,
mcliff,Michelle Cliff,Dissimulating Women: Jamaica Kincaid's Annie John and Autobiography of My Mother,,,2005,,https://ufdcimages.uflib.ufl.edu/UF/E0/01/08/33/00001/collins_l_Page_01.jpg,https://www.dloc.com/UFE0010833/00001/images,image,dLOC,,
mcliff,Michelle Cliff,MaComère,,,2001,,https://ufdcimages.uflib.ufl.edu/AA/00/00/00/79/00005/00005_00000.jpg,https://www.dloc.com/AA00000079/00005/images,image,dLOC,,
mcliff,Michelle Cliff,"Limbo, Literature and All That Jazz: Caribbean Literature",,,2010,,https://www.dloc.com/AA00017809/00001/pdf,https://www.dloc.com/AA00017809/00001/pdf,pdf,dLOC,,
mcliff,Michelle Cliff,"Sargasso, A Journal of Caribbean Literature, Language, and Culture",,,1987,,https://ufdcimages.uflib.ufl.edu/UF/00/09/60/05/00003/00001.jpg,https://www.dloc.com/UF00096005/00003/images,image,dLOC,,
maasturias,Miguel Ángel Asturias,El Libro del consejo,,,1939,,https://ufdcimages.uflib.ufl.edu/UF/00/08/13/27/00001/SN00285-0605b.jpg,https://www.dloc.com/UF00081327/00001/images,image,dLOC,,
maasturias,Miguel Ángel Asturias,Leyendas de Guatemala,,,1948,,https://ufdcimages.uflib.ufl.edu/UF/00/07/83/66/00001/00001.jpg,https://www.dloc.com/UF00078366/00001/images,image,dLOC,,
maasturias,Miguel Ángel Asturias,La tierra del quetzal,,,1950,,https://ufdcimages.uflib.ufl.edu/UF/00/07/83/00/00001/00005.jpg,https://www.dloc.com/UF00078300/00001/images,image,dLOC,,
maasturias,Miguel Ángel Asturias,Compendio de literatura y artes de Guatemala,,,1956,,https://ufdcimages.uflib.ufl.edu/AA/00/08/98/82/00001/00012.jpg,https://www.dloc.com/AA00089882/00001/images,image,dLOC,,
mrosello,Mireille Rosello,MaComère,,,1999,,https://ufdcimages.uflib.ufl.edu/AA/00/00/00/79/00003/00003_00000.jpg,https://www.dloc.com/AA00000079/00003/images,image,dLOC,,
mrosello,Mireille Rosello,Sargasso,,,2003,,https://ufdcimages.uflib.ufl.edu/UF/00/09/60/05/00012/00001.jpg,https://www.dloc.com/UF00096005/00012/images,image,dLOC,,
mroffey,Monique Roffey,Caribbean Compass,November,,2013,,https://www.dloc.com/UF00095627/00081/pdf,https://www.dloc.com/UF00095627/00081/pdf,pdf,dLOC,,
mroffey,Monique Roffey,The Barbados advocate,March,12,2021,,https://www.dloc.com/UF00098964/05781/pdf,https://www.dloc.com/UF00098964/05781/pdf,pdf,dLOC,,
mwvieyra,Myriam Warner-Vieyra,MaComère,,,2004,,https://ufdcimages.uflib.ufl.edu/AA/00/00/00/79/00007/00007_00000.jpg,https://www.dloc.com/AA00000079/00007/images,image,dLOC,,
mwvieyra,Myriam Warner-Vieyra,"Sargasso, A Journal of Caribbean Literature, Language, and Culture",,,2010,,https://ufdcimages.uflib.ufl.edu/UF/00/09/60/05/00034/00001.jpg,https://www.dloc.com/UF00096005/00034/images,image,dLOC,,
mwvieyra,Myriam Warner-Vieyra,MaComère,,,1999,,https://ufdcimages.uflib.ufl.edu/AA/00/00/00/79/00003/00003_00000.jpg,https://www.dloc.com/AA00000079/00003/images,image,dLOC,,
ndwilliams,N. D. Williams,The Caribbean writer,,,1999,English,https://ufdcimages.uflib.ufl.edu/AA/00/03/25/23/00013/AA00032523_00013_00267.jpg,https://www.dloc.com/AA00032523/00013/images/276,image,dLOC,,
nfimoja,Nailah Folami Imoja,Listing of Caribbean Titles 2005,,,2011,English,https://dloc.com/AA00013261/00001/pdf,https://dloc.com/AA00013261/00001/pdf,pdf,dLOC,,
nfimoja,Nailah Folami Imoja,Caribbean beat,September,,2017,English,https://dloc.com/AA00090268/00037/pdf,https://dloc.com/AA00090268/00037/pdf,pdf,dLOC,,
nfimoja,Nailah Folami Imoja,Caribbean beat,May,,2016,English,https://dloc.com/AA00090268/00029/pdf,https://dloc.com/AA00090268/00029/pdf,pdf,dLOC,,
nfimoja,Nailah Folami Imoja,Caribbean beat,August,,2016,English,https://dloc.com/AA00090268/00030/pdf,https://dloc.com/AA00090268/00030/pdf,pdf,dLOC,,
nhopkinson,Nalo Hopkinson,Diasporic Caribbean women transcending dystopian spaces and reconnecting fragmented identities,January,22,2010,,https://manioc.univ-antilles.fr/omeka-s/files/original/1196/symp16moise.mp4,https://dloc.com/MANIOC1133/00001,video,"dLOC, Manioc",,
nhopkinson,Nalo Hopkinson,MaComère,,,2001,English,https://ufdcimages.uflib.ufl.edu/AA/00/00/00/79/00005/00005_00036.jpg,https://dloc.com/AA00000079/00005/images/33,image,dLOC,,
nroy,Namba Roy,Black albino,,,1961,English,https://ufdcimages.uflib.ufl.edu/AA/00/03/05/74/00001/PR9265-9-R69B531961_dj.jpg,https://dloc.com/AA00030574/00001/images,image,dLOC,,
nshewcharan,Narmala Shewcharan,Kyk-over-Al,,,2000,English,https://ufdcimages.uflib.ufl.edu/UF/00/08/00/46/00033/00291.jpg,https://www.dloc.com/UF00080046/00033/images/290,image,dLOC,,
ndawes,Neville Dawes,Now,,,1973,English,https://www.dloc.com/AA00061645/00001/pdf,https://www.dloc.com/AA00061645/00001/pdf,pdf,dLOC,,
ndawes,Neville Dawes,"Interview with Neville Dawes, Deputy Secretary General of CARIFESTA '76 and Manager of the Jamaica Institute",July,,1976,English,https://ufdcimages.uflib.ufl.edu/CA/00/10/02/02/00001/00001.QC2.jpg,https://www.dloc.com/CA00100202/00001/images,image,dLOC,,
ndawes,Neville Dawes,Now,,,1973,,https://www.dloc.com/AA00061645/00001/pdf,https://www.dloc.com/AA00061645/00001/pdf,pdf,dLOC,,
ndawes,Neville Dawes,"Interview with Neville Dawes, Deputy Secretary General of CARIFESTA '76 and Manager of the Jamaica Institute",July,,1976,,https://ufdcimages.uflib.ufl.edu/CA/00/10/02/02/00001/00001.QC2.jpg,https://www.dloc.com/CA00100202/00001/images,image,dLOC,,
ngiuseppi,Neville Giuseppi,Out for stars 1 : an anthology of poetry for Caribbean secondary schools,,,1975,English,https://ufdcimages.uflib.ufl.edu/AA/00/03/03/83/00001/PR1174-O971975_dj.jpg,https://www.dloc.com/AA00030383/00001/images,image,dLOC,,
ngiuseppi,Neville Giuseppi,Backfire : a collection of short stories from the Caribbean for use in secondary schools,,,1973,English,https://ufdcimages.uflib.ufl.edu/AA/00/03/04/86/00001/PR9217-5-B321973_dj.jpg,https://www.dloc.com/AA00030486/00001/images,image,dLOC,,
ngiuseppi,Neville Giuseppi,The Beacon,,,1977,English,https://ufdcimages.uflib.ufl.edu/AA/00/08/79/56/00001/00634.jpg,https://www.dloc.com/AA00087956/00001/images/636,image,dLOC,,
nguillen,Nicolás Guillén,The poetry of Nicolas Guillen : an introduction,,,1976,English,https://ufdcimages.uflib.ufl.edu/AA/00/03/03/79/00001/PQ7389-G84Z84_dj.jpg,https://www.dloc.com/AA00030379/00001/images,image,dLOC,book cover,
nguillen,Nicolás Guillén,"Orbita de la poesia afrocubana, 1928-37",,,1938,Spanish,https://ufdcimages.uflib.ufl.edu/AA/00/08/42/86/00001/00121.jpg,https://www.dloc.com/AA00084286/00001/images/120,image,dLOC,poetry,
nguillen,Nicolás Guillén,Antologia del soneto,,,1942,Spanish,https://ufdcimages.uflib.ufl.edu/AA/00/08/98/38/00001/00728.jpg,https://www.dloc.com/AA00089838/00001/images/14,image,dLOC,poetry,
nguillen,Nicolás Guillén,Bohemia,November,7,1948,Spanish,https://www.dloc.com/UF00029010/02277/pdf,https://www.dloc.com/UF00029010/02277/pdf,pdf,dLOC,,
ndennisbenn,Nicole Dennis-Benn,Caribbean beat,September,,2016,English,https://www.dloc.com/AA00090268/00031/pdf,https://www.dloc.com/AA00090268/00031/pdf,image,dLOC,,
ndennisbenn,Nicole Dennis-Benn,Caribbean beat,May,,2017,English,https://dloc.com/AA00090268/00035/pdf,https://dloc.com/AA00090268/00035/pdf,pdf,dLOC,,
necameron,Norman Eustace Cameron,Clearing the political air,,,1963,English,https://ufdcimages.uflib.ufl.edu/UF/00/07/70/28/00001/00001.jpg,https://dloc.com/UF00077028/00001/images,image,dLOC,,
olewin,Olive Lewin,Jamaica journal,February,,1988,English,https://dloc.com/UF00090030/00059/images/3,https://dloc.com/UF00090030/00059/images/3,image,dLOC,,
osenior,Olive Senior,"Sample book reviews for Olive Senior’s Gardening in the Tropics, by Hyacinth M. Simpson",,,2012,English,https://www.dloc.com/AA00051948/00001/pdf,"https://www.dloc.com/AA00051948/00001/pdf
",pdf,dLOC,,
osenior,Olive Senior,Meditation on Yellow,,,2012,English,https://www.dloc.com/AA00061843/00001/pdf,https://www.dloc.com/AA00061843/00001/pdf,pdf,dLOC,,
osenior,Olive Senior,Amazon woman,,,2012,English,https://www.dloc.com/AA00061916/00001/pdf,https://www.dloc.com/AA00061916/00001/pdf,pdf,dLOC,,
osenior,Olive Senior,Gourd,,,2012,English,https://www.dloc.com/AA00051951/00001/pdf,https://www.dloc.com/AA00051951/00001/pdf,pdf,dLOC,,
osenior,Olive Senior,Meditation on red,,,2012,English,https://www.dloc.com/AA00061848/00001/pdf,https://www.dloc.com/AA00061848/00001/pdf,pdf,dLOC,,
osenior,Olive Senior,"Hurricane story, 1903",,,2012,English,https://www.dloc.com/AA00061844/00001/pdf,https://www.dloc.com/AA00061844/00001/pdf,pdf,dLOC,,
osenior,Olive Senior,Pineapple,,,2012,English,https://www.dloc.com/AA00061842/00001/pdf,https://www.dloc.com/AA00061842/00001/pdf,pdf,dLOC,,
osenior,Olive Senior,Tropic love,,,2012,English,https://www.dloc.com/AA00061858/00001/pdf,https://www.dloc.com/AA00061858/00001/pdf,pdf,dLOC,,
osenior,Olive Senior,"Hurricane story, 1988",,,2012,English,https://www.dloc.com/AA00061850/00001/pdf,https://www.dloc.com/AA00061850/00001/pdf,pdf,dLOC,,
osenior,Olive Senior,Seeing the light,,,2012,English,https://www.dloc.com/AA00061857/00001/pdf,https://www.dloc.com/AA00061857/00001/pdf,pdf,dLOC,,
osenior,Olive Senior,Ogun: God of iron,,,2012,English,https://www.dloc.com/AA00061860/00001/pdf,https://www.dloc.com/AA00061860/00001/pdf,pdf,dLOC,,
osenior,Olive Senior,Gardening on the run,,,2012,English,https://www.dloc.com/AA00061859/00001/pdf,https://www.dloc.com/AA00061859/00001/pdf,pdf,dLOC,,
osenior,Olive Senior,All clear 1928,,,2012,English,https://www.dloc.com/AA00061851/00001/pdf,https://www.dloc.com/AA00061851/00001/pdf,pdf,dLOC,,
osenior,Olive Senior,"Hurricane story, 1944",,,2012,English,https://www.dloc.com/AA00061845/00001/pdf,https://www.dloc.com/AA00061845/00001/pdf,pdf,dLOC,,
osenior,Olive Senior,Bamboo (in five variations),,,2012,English,https://www.dloc.com/AA00061856/00001/pdf,https://www.dloc.com/AA00061856/00001/pdf,pdf,dLOC,,
osenior,Olive Senior,Starapple,,,2012,English,https://www.dloc.com/AA00061854/00001/pdf,https://www.dloc.com/AA00061854/00001/pdf,pdf,dLOC,,
osenior,Olive Senior,"Hurricane story, 1951",,,2012,English,https://www.dloc.com/AA00061847/00001/pdf,https://www.dloc.com/AA00061847/00001/pdf,pdf,dLOC,,
osenior,Olive Senior,Plants,,,2012,English,"https://www.dloc.com/AA00061853/00001/pdf
",https://www.dloc.com/AA00061853/00001/pdf,pdf,dLOC,,
osenior,Olive Senior,Yemoja : mother of waters,,,2012,English,https://www.dloc.com/AA00061861/00001/pdf,https://www.dloc.com/AA00061861/00001/pdf,pdf,dLOC,,
osenior,Olive Senior,Guinep,,,2012,English,https://www.dloc.com/AA00061855/00001/pdf,https://www.dloc.com/AA00061855/00001/pdf,pdf,dLOC,,
osenior,Olive Senior,"Olive Senior - On Gardens and Gardening, The Garden/ing Metaphor",Feburary,,2013,English,https://ufdcimages.uflib.ufl.edu/AA/00/05/19/50/00001/Flat_Feb1313-190000_QFQUR.mp4,https://www.dloc.com/AA00051950/00001/videos,video,dLOC,,
osenior,Olive Senior,,,,,,,,,,,
osenior,Olive Senior,,,,,,,,,,,
osenior,Olive Senior,,,,,,,,,,,
opalmeradisa,Opal Palmer Adisa,The Caribbean writer : The Brethren,,,1995,English,https://ufdcimages.uflib.ufl.edu/AA/00/03/25/23/00009/AA00032523_00009_00180.jpg,https://www.dloc.com/AA00032523/00009/images/183,image,dLOC,poetry,
opalmeradisa,Opal Palmer Adisa,The Caribbean writer : Cotton Cane Tobacco,,,1994,English,https://ufdcimages.uflib.ufl.edu/AA/00/03/25/23/00008/AA00032523_00008_00029.jpg,https://www.dloc.com/AA00032523/00008/images/28,image,dLOC,poetry,
opalmeradisa,Opal Palmer Adisa,"MaComère : Shall We Gather at the River? Ritual,Benign Forms of Injury, Wounds of Displaced Women in Opal Palmer Adisa's It Begins With Tears",,,2001,English,https://ufdcimages.uflib.ufl.edu/AA/00/00/00/79/00005/00005_00118.jpg,https://www.dloc.com/AA00000079/00005/images/117,image,dLOC,book review,
opalmeradisa,Opal Palmer Adisa,The Caribbean writer : Muse I,,,2001,English,https://ufdcimages.uflib.ufl.edu/AA/00/03/25/23/00015/AA00032523_00015_00073.jpg,https://www.dloc.com/AA00032523/00015/images/72,image,dLOC,poetry,
opalmeradisa,Opal Palmer Adisa,"The Caribbean writer : A Cultural Trip , Tamarind",,,1990,English,https://ufdcimages.uflib.ufl.edu/AA/00/03/25/23/00004/AA00032523_00004_00012.jpg,https://www.dloc.com/AA00032523/00004/images/11,image,dLOC,poetry,
opalmeradisa,Opal Palmer Adisa,The Caribbean writer : The Swelling of the Womb/the Forging of a Writer,,,1998,English,https://ufdcimages.uflib.ufl.edu/AA/00/03/25/23/00012/AA00032523_00012_00117.jpg,https://www.dloc.com/AA00032523/00012/images/116,image,dLOC,poetry,
opalmeradisa,Opal Palmer Adisa,The Caribbean writer : Fi Me People,,,1997,English,https://ufdcimages.uflib.ufl.edu/AA/00/03/25/23/00011/AA00032523_00011_00008.jpg,https://www.dloc.com/AA00032523/00011/images/7,image,dLOC,poetry,
olplazo,Orlando Luis Pardo Lazo,"Arique, revista de poesia",July,,2010,English,https://www.dloc.com/UF00098948/00018/pdf,https://www.dloc.com/UF00098948/00018/pdf,pdf,dLOC,poetry,
opatterson,Orlando Patterson,The Children of Sisyphus : a novel,,,1964,English,https://ufdcimages.uflib.ufl.edu/AA/00/03/05/66/00001/PR9265-9-P38C51964_dj.jpg,https://www.dloc.com/AA00030566/00001/images,image,dLOC,book cover,
opatterson,Orlando Patterson,Die the long day,,,1972,English,https://ufdcimages.uflib.ufl.edu/AA/00/03/05/67/00001/PR9265-9-P38D541972_dj.jpg,https://www.dloc.com/AA00030567/00001/images,image,dLOC,book cover,
